,ID,Sentence,Actual Aspect Terms,Actual Sentiment Terms,Actual Polarities,Generated Aspect Terms,Generated Sentiment Terms,Generated Polarities
249,1448,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.","['dosas', 'popcorn topping']","[[], []]","['negative', 'neutral']","['dosas', 'popcorn topping']","[['skimpy'], ['drink']]","[None, None]"
250,1459,Had a late night dinner on a Saturday night.,['dinner'],[[]],['neutral'],['night dinner'],"[['late', 'Had']]",[None]
251,100,Ambiance- relaxed and stylish.,['Ambiance'],[[]],['positive'],[],[],[]
252,1519,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,['atmosphere'],[[]],['positive'],"['place', 'atmosphere', 'bank']","[['recommend'], ['casual'], ['left']]","[None, None, None]"
253,1768,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,['waterbugs'],[[]],['negative'],"['life', 'waterbugs', 'dream place']","[['lived'], ['many', 'seen'], ['bad']]","[None, None, None]"
254,1495,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.","['table', 'dinner']","[[], []]","['negative', 'positive']","['table', 'chance']","[['get'], ['have']]","[None, None]"
255,358,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.","['dishes', 'menu']","[[], []]","['positive', 'neutral']","['people', 'something', 'Volare', 'dishes', 'menu']","[['felt'], ['else'], ['obliged'], ['great'], ['regular']]","[None, None, None, None, None]"
256,505,Nicky the Nose at the bar is a treat.,['bar'],[[]],['neutral'],['bar Nose'],[[]],[None]
257,587,Located at the end of a magnificent block.,['Located'],[[]],['positive'],['block end'],[['magnificent']],[None]
258,1629,"Waitstaff is great, very attentive.",['Waitstaff'],[[]],['positive'],['Waitstaff'],[['great']],[None]
259,1152,"$160 for 2 filets, 2 sides, an appetizer and drinks.","['filets', 'sides', 'appetizer', 'drinks']","[[], [], [], []]","['neutral', 'neutral', 'neutral', 'neutral']",[],[],[]
260,803,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",['open kitchen'],[[]],['positive'],"['nights', 'kitchen', 'charm part']","[['warm'], ['open'], []]","[None, None, None]"
261,1941,"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",['Jazz'],[[]],['positive'],['Jazz'],"[[""'s""]]",[None]
262,502,"i've been to sapphire twice and both times the food was fine, if not good.",['food'],[[]],['positive'],"['food', 'sapphire']","[['fine'], ['fine']]","[None, None]"
263,1818,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,"['service', 'dish', 'spring rolls', 'cod with pineapple tempura']","[[], [], [], []]","['positive', 'positive', 'positive', 'positive']","['service', 'dish', 'pineapple tempura', 'tempura cod']","[['attentive'], ['wonderful'], [], []]","[None, None, None, None]"
264,639,This is my first time writing a review for a restaurant because the food and service was excellent.,"['food', 'service']","[[], []]","['positive', 'positive']","['time', 'review', 'service food']","[['first'], ['writing'], ['excellent']]","[None, None, None]"
265,271,also make sure you pay attention to the music being piped in - quite a weird selection.,['music'],[[]],['neutral'],"['music attention', 'selection']","[['pay'], ['weird']]","[None, None]"
266,119,"service is friendly, and never had a problem walking in and getting a table.","['service', 'getting a table']","[[], []]","['positive', 'positive']","['service', 'problem', 'table']","[['friendly'], ['had'], ['getting']]","[None, None, None]"
267,118,Its an excellent place to relax and the food is one of the best in the city of New York.,"['place', 'food']","[[], []]","['positive', 'positive']",['place'],[['excellent']],[None]
268,928,We've been to Grocery three times and not once has an item on the menu disappointed.,['menu'],[[]],['positive'],"['Grocery', 'menu item']","[['has'], ['has']]","[None, None]"
269,1921,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,"['dinner specials', 'priced']","[[], []]","['positive', 'positive']",[],[],[]
270,1233,one of the best Chicken Tikka Masala.,['Chicken Tikka Masala'],[[]],['positive'],['Masala'],[['best']],[None]
271,1351,Just bring someone who speaks Cantonese because waiter may not understand you.,['waiter'],[[]],['negative'],"['someone', 'waiter']","[['bring'], ['Cantonese']]","[None, None]"
272,1278,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.","['bread', 'salad', 'service', 'food', 'wait']","[[], [], [], [], []]","['negative', 'negative', 'negative', 'negative', 'negative']","['bread Everything', 'salad bread', 'minute time', 'wait time', 'time bread', 'service bread', 'food']","[['soft'], ['soggy', 'soft'], [], [], ['soft'], ['rude', 'soft'], ['average']]","[None, None, None, None, None, None, None]"
273,1831,All the desserts the group tried got favorable reviews.,['desserts'],[[]],['positive'],"['group', 'reviews']","[['tried'], ['got', 'favorable']]","[None, None]"
274,1125,I love to visit Murrays for my bagel fix.,['bagel'],[[]],['positive'],"['Murrays', 'bagel fix']","[['visit'], []]","[None, None]"
275,165,"They might be all business at the counter when you give your order, but their food says I love you.","['food', 'counter']","[[], []]","['positive', 'negative']","['counter business', 'order', 'food']","[['says'], ['give'], ['says']]","[None, None, None]"
276,596,"The food is good, especially their more basic dishes, and the drinks are delicious.","['food', 'dishes', 'drinks']","[[], [], []]","['positive', 'positive', 'positive']","['food', 'dishes', 'drinks']","[['good'], ['basic'], ['delicious']]","[None, None, None]"
277,1897,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.","['pastrami on challah sandwich', 'soups', 'knishes']","[[], [], []]","['positive', 'positive', 'positive']","['Nosh', 'challah sandwich', 'sandwich pastrami', 'knishes', 'money run']","[['like'], [], ['otherworldly'], ['give'], ['give']]","[None, None, None, None, None]"
278,1809,Service- friendly and attentive.,['Service'],[[]],['positive'],[],[],[]
279,466,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.","['meal', 'pre-theater prix-fixe']","[[], []]","['positive', 'positive']","['meal', 'prix-fixe']","[['nice', 'enjoyable', 'want'], ['pre-theater']]","[None, None]"
280,1163,The staff is courteous and friendly.,['staff'],[[]],['positive'],['staff'],[['courteous']],[None]
281,749,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,['sake'],[[]],['neutral'],"['tipsy', 'Saturday']","[['little', 'got'], ['nights']]","[None, None]"
282,143,I had the Pad Thai and the noodles were sticky.,"['Pad Thai', 'noodles']","[[], []]","['negative', 'negative']","['Pad Thai', 'noodles']","[['had'], ['sticky']]","[None, None]"
283,114,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",['food'],[[]],['negative'],"['place', 'restaurant part']","[['trendi'], ['important']]","[None, None]"
284,1078,The prices were CHEAP compared to the quality of service and food.,"['prices', 'service', 'food']","[[], [], []]","['positive', 'positive', 'positive']","['prices', 'service quality', 'food service']","[['CHEAP'], [], []]","[None, None, None]"
285,1975,"Sake collection was excellent (Try Nanbu Bijin), but pricy.","['Sake collection', 'Nanbu Bijin']","[[], []]","['conflict', 'positive']","['Sake collection', 'Bijin']","[['excellent'], ['Try']]","[None, None]"
286,379,We had the pot-stickers which were great and a tempura dish that was great.,"['pot-stickers', 'tempura dish']","[[], []]","['positive', 'positive']","['pot-stickers', 'tempura dish']","[['had'], []]","[None, None]"
287,64,"The atmosphere is unheralded, the service impecible, and the food magnificant.","['atmosphere', 'service', 'food']","[[], [], []]","['positive', 'positive', 'positive']","['atmosphere', 'service impecible', 'food']","[['unheralded'], [], ['magnificant']]","[None, None, None]"
288,979,The owner and staff are all Japanese as well and that adds to the entire ambiance.,"['staff', 'ambiance', 'owner']","[[], [], []]","['positive', 'positive', 'positive']","['staff owner', 'ambiance']","[['Japanese'], ['entire']]","[None, None]"
289,1592,Try sushimi cucumber roll.,['sushimi cucumber roll'],[[]],['positive'],['cucumber roll'],[['Try']],[None]
290,187,"Please try the Filet Mignon, its just the most tender piece ever.",['Filet Mignon'],[[]],['positive'],"['Filet Mignon', 'piece']","[['try'], ['tender']]","[None, None]"
291,695,The food is amazing!!!!,['food'],[[]],['positive'],['food'],[['amazing']],[None]
292,2009,The restaraurant is very small so reservations are a must.,['reservations'],[[]],['neutral'],['restaraurant'],[['small']],[None]
293,900,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,"['food', 'feel', 'taste']","[[], [], []]","['positive', 'positive', 'positive']","['food taste', 'restaurant feel']","[['is'], ['is']]","[None, None]"
294,295,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"['lobster sandwich', 'price']","[[], []]","['conflict', 'negative']","['lobster sandwich', 'price']","[[], ['warrant']]","[None, None]"
295,726,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.","['service', 'server', 'table']","[[], [], []]","['positive', 'positive', 'neutral']","['service', 'table server']","[['pleasant'], []]","[None, None]"
296,454,"Unfortunately, the food was NOT something to get worked up about.",['food'],[[]],['negative'],[],[],[]
297,287,"The Dim Sum was so-so, but not spectacular.",['Dim Sum'],[[]],['neutral'],[],[],[]
298,1972,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","['food', 'price', 'decor']","[[], [], []]","['positive', 'positive', 'negative']","['food', 'price', 'decor', 'place']","[['great', 'want'], ['great'], ['mind'], ['beat']]","[None, None, None, None]"
299,1899,Cozy romantic atomosphere with only around 15 tables at most.,"['atomosphere', 'tables']","[[], []]","['positive', 'positive']",['atomosphere'],"[['Cozy', 'romantic']]",[None]
300,301,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,"['hostess', 'waitress']","[[], []]","['negative', 'negative']","['waitress hostess', 'everything']","[['rude'], ['did']]","[None, None]"
301,1848,Spreads and toppings are great - though a bit pricey.,"['Spreads', 'toppings']","[[], []]","['positive', 'positive']",['Spreads'],[['great']],[None]
302,316,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",['seating'],[[]],['negative'],"['seating', 'amount']","[['was'], ['maximum', 'get']]","[None, None]"
303,1160,"While the staff at this little bistro is very friendly, I have never experienced more incompetency.",['staff'],[[]],['positive'],"['bistro staff', 'incompetency']","[['little', 'friendly'], ['more', 'experienced']]","[None, None]"
304,692,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.","['service', 'ambiance', 'food', 'presentaion', 'taste', 'choice', 'quality', 'quantity']","[[], [], [], [], [], [], [], []]","['neutral', 'neutral', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']","['hand', 'hundreds', 'ambiance service', 'taste presentaion', 'choice presentaion', 'quality presentaion', 'quantity presentaion']","[['other'], ['find'], ['give'], [], [], [], []]","[None, None, None, None, None, None, None]"
305,360,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.","['waitress', 'fried mini buns with the condensed milk and the assorted fruits on beancurd']","[[], []]","['positive', 'positive']","['waitress', 'regular', 'buns', 'fruits milk']","[['remembers'], ['is'], ['fried'], ['assorted', 'condensed']]","[None, None, None, None]"
306,131,"Last time I went here, the waitress didn't come back after taking our order.",['waitress'],[[]],['negative'],"['time', 'waitress', 'order']","[['Last'], ['come'], ['taking']]","[None, None, None]"
307,834,The cream cheeses are out of this world and I love that coffee!!,"['cream cheeses', 'coffee']","[[], []]","['positive', 'positive']",['coffee'],[['love']],[None]
308,1335,"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.","['shrimp appetizer', 'price', 'lamb vindaloo']","[[], [], []]","['positive', 'conflict', 'positive']","['shrimp appetizer', 'world value', 'lamb vindaloo']","[['spicy', 'try'], ['greatest'], ['great']]","[None, None, None]"
309,190,the drinks are amazing and half off till 8pm.,['drinks'],[[]],['positive'],['drinks'],[['amazing']],[None]
310,28,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.","['mussels', 'puff pastry goat cheese', 'salad with a delicious dressing', 'hanger steak au poivre', 'courses']","[[], [], [], [], []]","['positive', 'positive', 'positive', 'positive', 'neutral']","['choices', 'mussels', 'puff pastry', 'pastry cheese', 'goat cheese', 'dressing', 'hanger poivre', 'steak poivre', 'au poivre']","[['include'], ['excellent', 'include'], [], [], [], ['delicious'], [], [], []]","[None, None, None, None, None, None, None, None, None]"
311,1099,Not enough wines by the glass either.,['wines by the glass'],[[]],['negative'],['wines'],[['enough']],[None]
312,926,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.","['food', 'service', 'waiter', 'service']","[[], [], [], []]","['positive', 'negative', 'negative', 'negative']","['food', 'waiter', 'lack service', 'remorse lack']","[['enjoyed'], ['competent'], ['poor', 'SLOW'], []]","[None, None, None, None]"
313,752,"My turkey burger was not cooked at all, my friends salmon was completely raw.","['turkey burger', 'salmon']","[[], []]","['negative', 'negative']","['turkey burger', 'salmon']","[[], ['raw']]","[None, None]"
314,1234,"Excellent dumplings served amid clean, chic decor.","['dumplings', 'decor']","[[], []]","['positive', 'positive']","['dumplings', 'decor']","[['Excellent', 'served'], ['clean', 'chic']]","[None, None]"
315,1906,Decor is charming.,['Decor'],[[]],['positive'],['Decor'],[['charming']],[None]
316,1708,"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",['drinks'],[[]],['negative'],[],[],[]
317,1465,"Found service above average, but that could be because we were 13 of us.",['service'],[[]],['positive'],['service'],[['Found']],[None]
318,1577,"stick with the chicken, beef, and lamb dishes.","['chicken', 'beef', 'lamb dishes']","[[], [], []]","['positive', 'positive', 'positive']","['beef chicken', 'lamb chicken']","[[], []]","[None, None]"
319,1919,I have been about 4 times and have always had a great meal.,['meal'],[[]],['positive'],['meal'],"[['great', 'had']]",[None]
320,267,"He not only makes his own homemade mozzarella, but every pie is ultra fresh.","['mozzarella', 'pie']","[[], []]","['positive', 'positive']","['mozzarella', 'pie']","[['own', 'homemade', 'makes'], ['fresh']]","[None, None]"
321,1247,Its worth the wait though.,['wait'],[[]],['conflict'],[],[],[]
322,1510,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",['owner'],[[]],['neutral'],"['guy owner', 'Typhoon']","[['Same'], ['owns']]","[None, None]"
323,76,Deep Fried Skewers are good and still rare to find in NYC.,['Deep Fried Skewers'],[[]],['positive'],['Skewers'],"[['Deep', 'Fried', 'good']]",[None]
324,1449,The service was excellent and the food was delicious.,"['service', 'food']","[[], []]","['positive', 'positive']","['service', 'food']","[['excellent'], ['delicious']]","[None, None]"
325,846,We were walking around the village and went into this place just for some drinks.,['drinks'],[[]],['neutral'],[],[],[]
326,1792,"$6 and there is much tasty food, all of it fresh and continually refilled.",['food'],[[]],['positive'],['food'],"[['tasty', 'is', 'fresh']]",[None]
327,739,I would like to return and try some of the other menu items when I don't have to rush off to a show.,['menu items'],[[]],['positive'],['items'],[['other']],[None]
328,759,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.","['place', 'Thai food']","[[], []]","['positive', 'positive']","['place', 'pretension', 'food']","[['has'], ['less', 'has'], ['Thai', 'average']]","[None, None, None]"
329,1437,The food was pretty tradional but it was hot and good with large portions.,"['food', 'portions']","[[], []]","['positive', 'positive']","['food', 'portions']","[['tradional'], ['large']]","[None, None]"
330,1322,I LOVED THE SHOWS.,['SHOWS'],[[]],['positive'],['SHOWS'],[['LOVED']],[None]
331,557,It won't break the bank but I also wouldnt come back for the food.,['food'],[[]],['negative'],['bank'],[['break']],[None]
332,858,"Good, dark atmosphere and the music is a nice touch.","['atmosphere', 'music']","[[], []]","['positive', 'positive']","['atmosphere', 'touch']","[['dark'], ['nice']]","[None, None]"
333,181,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,['lunch'],[[]],['neutral'],['time'],"[['amazing', 'had']]",[None]
334,1308,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",['ambiance'],[[]],['positive'],"['popularity', 'reputation ambiance']","[['has'], ['delectable']]","[None, None]"
335,1159,We had the most wonderful waitress.,['waitress'],[[]],['positive'],['waitress'],"[['wonderful', 'had']]",[None]
336,2014,they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,['reservation'],[[]],['neutral'],['night reservation'],[[]],[None]
337,377,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.","['place', 'pizzas']","[[], []]","['positive', 'positive']","['place', 'pizzas']","[['looked'], ['enjoying']]","[None, None]"
338,952,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",['ambiance'],[[]],['positive'],['ambiance'],[['enjoy']],[None]
339,24,The price is reasonable although the service is poor.,"['price', 'service']","[[], []]","['positive', 'negative']","['price', 'service']","[['reasonable'], ['poor']]","[None, None]"
340,347,"The food was just OK, at least for what food was available.","['food', 'food']","[[], []]","['neutral', 'negative']",['food'],"[['OK', 'available']]",[None]
341,1651,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),['toppings'],[[]],['positive'],['toppings'],"[['more', 'funky', 'have']]",[None]
342,998,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,"['noodle dishes', 'Green Curry dish']","[[], []]","['positive', 'negative']","['dishes', 'dish']","[['liked'], ['Green']]","[None, None]"
343,1731,"Southern Indian cuisine is still there, too.",['Southern Indian cuisine'],[[]],['neutral'],['cuisine'],"[['Southern', 'Indian']]",[None]
344,9,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!","['drinks', 'check']","[[], []]","['neutral', 'neutral']","['hour', 'check', 'drinks']","[['took'], ['get'], ['have']]","[None, None, None]"
345,229,Fresh ingredients and everything is made to order.,['ingredients'],[[]],['positive'],['ingredients'],[['Fresh']],[None]
346,490,I had to share my table with a loud group of kids and the service was rude an unattentive.,"['service', 'table']","[[], []]","['negative', 'negative']","['table', 'group', 'service']","[['share'], ['loud'], ['rude']]","[None, None, None]"
347,214,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","['roll', 'roll', 'roll', 'rice']","[[], [], [], []]","['negative', 'negative', 'negative', 'neutral']",['out roll'],"[['inside', 'regular', 'turn', 'more']]",[None]
348,842,This place must have cost the owners afortune to build.,"['owners', 'cost']","[[], []]","['neutral', 'negative']","['place', 'owners']","[['cost'], ['afortune']]","[None, None]"
349,1497,"The puke green walls leave a lot to be desired, but the food is very good.","['food', 'walls']","[[], []]","['positive', 'negative']","['puke', 'walls', 'lot', 'food']","[['leave'], ['green', 'leave'], ['leave'], ['good']]","[None, None, None, None]"
350,450,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.","['Indian food', 'Paneer Roll']","[[], []]","['positive', 'positive']","['food', 'Roll', 'heaven piece']","[['Indian'], ['try'], []]","[None, None, None]"
351,747,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,['outdoor seating'],[[]],['positive'],"['winter', 'seating', 'months']","[['terrific'], ['outdoor'], ['warmer']]","[None, None, None]"
352,16,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.","['pickles', 'selection of meats and seafoods']","[[], []]","['positive', 'positive']","['people', 'experience']","[['enough'], ['whole']]","[None, None]"
353,1488,I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,['upstairs'],[[]],['positive'],[],[],[]
354,1790,This is the perfect date spot for Williamsburg couples.,['date spot'],[[]],['positive'],['date spot'],[['perfect']],[None]
355,661,Best Taiwanese food in NY!,['Taiwanese food'],[[]],['positive'],['food'],"[['Best', 'Taiwanese']]",[None]
356,1316,Always great service!,['service'],[[]],['positive'],['service'],[['great']],[None]
357,1304,"Good crowd, good outdoor seating, with a hip japanese vibe.","['outdoor seating', 'vibe']","[[], []]","['positive', 'positive']","['seating', 'vibe crowd']","[['good', 'outdoor'], ['hip', 'japanese', 'Good']]","[None, None]"
358,547,The best thing I tasted were the lambchops.,['lambchops'],[[]],['positive'],['thing'],[['best']],[None]
359,1168,And even with it's Pub atmosphere they were great to my kids too!,['Pub atmosphere'],[[]],['conflict'],['Pub atmosphere'],[[]],[None]
360,624,The sauces used are also not that exciting.,['sauces'],[[]],['negative'],['sauces'],[['exciting']],[None]
361,355,"The dinner was ok, nothing I would have again.",['dinner'],[[]],['negative'],['dinner'],[['ok']],[None]
362,1200,Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.,['Food'],[[]],['conflict'],"['Food', 'turnover']","[['appear'], ['high', ""'s""]]","[None, None]"
363,208,Too bad the food wasn't of the same heritage.,['food'],[[]],['negative'],['heritage'],[['same']],[None]
364,597,But the main hit was the whole grilled fish.,['whole grilled fish'],[[]],['positive'],"['hit', 'fish']","[['main'], ['whole', 'grilled']]","[None, None]"
365,745,$20 for all you can eat sushi cannot be beaten.,['sushi'],[[]],['neutral'],['sushi'],[['eat']],[None]
366,1089,The dim sum is delectable while the prices are quite easy on the wallet.,"['dim sum', 'prices']","[[], []]","['positive', 'positive']","['sum', 'prices']","[['dim', 'delectable'], ['easy']]","[None, None]"
367,417,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.","['seating in the garden', 'seats']","[[], []]","['neutral', 'neutral']",['seats'],[['available']],[None]
368,1887,"The drinks are a saving grace, but service staff, please, get over yourselves.","['drinks', 'service staff']","[[], []]","['positive', 'negative']","['grace', 'service staff']","[['saving'], ['get']]","[None, None]"
369,1073,now if they could only get a toaster.,['toaster'],[[]],['negative'],['toaster'],[['get']],[None]
370,1672,"Dessert - can't be missed, so save room!!!",['Dessert'],[[]],['positive'],['room'],[['save']],[None]
371,717,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.","['parmesean porcini souffle', 'lamb glazed with balsamic vinegar']","[[], []]","['positive', 'positive']","['porcini souffle', 'lamb souffle', 'vinegar', 'Italy']","[['parmesean'], ['parmesean'], ['balsamic'], ['Northern']]","[None, None, None, None]"
372,443,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.","['round tables', 'Taiwanese']","[[], []]","['positive', 'positive']","['restuarant', 'tables', 'groups', 'buck']","[['large'], ['several', 'round', 'have'], ['large', 'accomodate'], ['save']]","[None, None, None, None]"
373,1107,One should not go to Lucky Strike for the food.,['food'],[[]],['negative'],[],[],[]
374,811,Definite go if you're used to good Indian restaurant food from abroad.,['Indian restaurant food'],[[]],['positive'],"['go', 'restaurant food']","[['Definite'], ['good', 'Indian']]","[None, None]"
375,537,The octopus eaters were floored by the Octopus salad.,['Octopus salad'],[[]],['positive'],[],[],[]
376,349,"The ambience was nice, but service wasn't so great.","['ambience', 'service']","[[], []]","['positive', 'negative']","['ambience', 'service']","[['nice'], ['great']]","[None, None]"
377,1045,"If you love seafood, you would love this place!","['seafood', 'place']","[[], []]","['positive', 'positive']","['seafood', 'place']","[['love'], ['love']]","[None, None]"
378,404,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"['music', 'bottle minimun']","[[], []]","['negative', 'negative']","['music', 'system', 'dollar minimun', 'bottle minimun']","[['like'], ['great'], ['pay'], ['pay']]","[None, None, None, None]"
379,363,"The first time the sushi was outstanding, the second time it was a little bland.",['sushi'],[[]],['conflict'],"['time', 'sushi']","[['first', 'second'], ['outstanding']]","[None, None]"
380,27,The fried rice is amazing here.,['fried rice'],[[]],['positive'],['rice'],"[['fried', 'amazing']]",[None]
381,1122,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",['music'],[[]],['negative'],"['everyone conversation', 'luxury', 'music']","[['else', 'own', 'hear'], ['same'], ['voluminous']]","[None, None, None]"
382,1183,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.","['bagel', 'eggs', 'bagel']","[[], [], []]","['negative', 'negative', 'negative']","['drawback', 'bagel', 'eggs']","[['Only'], ['toast'], ['make']]","[None, None, None]"
383,178,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,"['crabmeat lasagna', 'chocolate bread pudding', 'dessert']","[[], [], []]","['positive', 'positive', 'positive']","['crabmeat lasagna', 'chocolate bread', 'bread pudding', 'pudding world', 'dessert pudding']","[['have'], [], [], [], []]","[None, None, None, None, None]"
384,1944,They showed up 15 minutes after the tuna melt.,['tuna'],[[]],['positive'],"['minutes', 'tuna melt']","[['showed'], []]","[None, None]"
385,1442,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,"['food', 'rice']","[[], []]","['negative', 'neutral']",['food'],[['late']],[None]
386,1021,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,"['vegetarian entree', ""Abby's treasure"", 'wintermelon', 'assortment of fresh mushrooms and vegetables']","[[], [], [], []]","['positive', 'positive', 'positive', 'positive']","['entree', 'wintermelon', 'assortment', 'mushrooms']","[['vegetarian'], ['had'], ['covering'], ['fresh']]","[None, None, None, None]"
387,1490,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,"['wine list', 'meal', 'priced']","[[], [], []]","['positive', 'positive', 'positive']","['wine list', 'meal']","[['extensive'], ['priced', 'hike']]","[None, None]"
388,253,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,['lawns'],[[]],['positive'],"['restaurant', 'lawns']","[['looks'], ['beautiful', 'green']]","[None, None]"
389,415,"A few tips: skip the turnip cake, roast pork buns and egg custards.","['turnip cake', 'roast pork buns', 'egg custards']","[[], [], []]","['negative', 'negative', 'negative']","['tips', 'turnip cake', 'buns']","[['few'], ['skip'], ['roast']]","[None, None, None]"
390,559,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,"['live entertainment', 'special effects']","[[], []]","['positive', 'positive']","['fun lot', 'entertainment lot', 'kinds lot', 'effects']","[[], ['live'], [], ['special']]","[None, None, None, None]"
391,554,Reasonable prices.,['prices'],[[]],['positive'],['prices'],[['Reasonable']],[None]
392,194,"It's really also the service, is good and the waiters are friendly.","['service', 'waiters']","[[], []]","['positive', 'positive']","['service', 'waiters']","[['good', 'friendly'], ['friendly']]","[None, None]"
393,1932,No you're going to go back because the food was good.,['food'],[[]],['positive'],['food'],[['good']],[None]
394,1274,"I had the black cod with yuzu sauce, which was wonderful.",['black cod with yuzu sauce'],[[]],['positive'],"['yuzu sauce', 'sauce cod']","[[], ['black', 'had']]","[None, None]"
395,1222,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.","['service', 'served']","[[], []]","['negative', 'negative']","['service', 'people', 'thing']","[['terrible'], ['different'], ['same']]","[None, None, None]"
396,446,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","['food', 'dishes', 'specials', 'regular menu-fare']","[[], [], [], []]","['positive', 'positive', 'positive', 'positive']","['food', 'menu fare']","[['delicious'], ['regular']]","[None, None]"
397,1356,It is run by the same Sichuan chef who started the chain in Chinatown.,['Sichuan chef'],[[]],['neutral'],"['chef', 'chain']","[['same'], ['started']]","[None, None]"
398,1674,Ingredients are organic which is a real plus for me.,['Ingredients'],[[]],['positive'],"['Ingredients', 'plus']","[['organic'], ['real']]","[None, None]"
399,1165,"Aside from the rushed service, we were very impressed with the food and the drinks.","['service', 'food', 'drinks']","[[], [], []]","['negative', 'positive', 'positive']","['service', 'drinks food']","[['rushed'], []]","[None, None]"
400,1470,The food was exceptional.,['food'],[[]],['positive'],['food'],[['exceptional']],[None]
401,452,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,"['fresh mozzerella slices', 'Plain Cheese slice']","[[], []]","['positive', 'positive']","['slices', 'Cheese slice']","[['fresh', 'phenomenal'], ['Plain']]","[None, None]"
