,ID,Sentence,Actual Aspect Terms,Actual Sentiment Terms,Actual Polarities,Generated Aspect Terms,Generated Sentiment Terms,Generated Polarities
313,1346,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",['Windows'],[[]],['negative'],['Mac'],[['bought']],[None]
314,694,") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.","['Applecare', 'extended warranty']","[[], []]","['neutral', 'neutral']",[],[],[]
315,882,I loved the netbook (minus the fact that it was windows OS) until this started happening.,['windows OS'],[[]],['negative'],['netbook'],[['loved']],[None]
316,719,"For the same price, you get a lot more in the Asus....1920x1080 res.",['price'],[[]],['negative'],['price'],[['same']],[None]
317,884,  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,['warrenty'],[[]],['negative'],"['Toshiba', 'problem', 'number', 'laptop', 'warrenty']","[['contact'], ['having'], ['serial', 'supplied'], ['sending'], ['expired']]","[None, None, None, None, None]"
318,1247,"I am most impressed with the programming, including the iPhoto.","['programming', 'iPhoto']","[[], []]","['positive', 'positive']",[],[],[]
319,737,What I'd like is for the laptop to run well without having to purchase additional memory.,"['memory', 'run']","[[], []]","['negative', 'neutral']",['memory'],"[['additional', 'purchase']]",[None]
320,981,"The battery holds up well, it's built very solidly, and runs fast.","['battery', 'built', 'runs']","[[], [], []]","['positive', 'positive', 'positive']",['battery'],[['holds']],[None]
321,1179,  There's literally no way to make it sing with Vista.,['Vista'],[[]],['negative'],['way'],"[[""'s""]]",[None]
322,877,There is hardly any memory on the computer's hard drive.,"['memory', 'hard drive']","[[], []]","['negative', 'negative']",['drive memory'],"[['hard', 'is']]",[None]
323,701,The first full charge of this battery got me only about 2 full hours.,"['battery', 'full charge']","[[], []]","['negative', 'negative']","['battery charge', 'hours']","[['first', 'full', 'got'], ['full', 'got']]","[None, None]"
324,1478,With notes saying they replaced the hard drive.,['hard drive'],[[]],['neutral'],['drive'],"[['hard', 'replaced']]",[None]
325,949,I am ADDICTED to photo booth!,['photo booth'],[[]],['positive'],['booth'],[['photo']],[None]
326,559,"The flaws are, this computer is not for computer gamers because of the OS X.",['OS X'],[[]],['negative'],"['flaws', 'OS X.']","[['are'], []]","[None, None]"
327,1218,"I dislike the weight and size, cubersome.","['weight', 'size']","[[], []]","['negative', 'negative']","['size weight', 'cubersome weight']","[['dislike'], ['dislike']]","[None, None]"
328,1121,"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",['extended warranty'],[[]],['negative'],"['warranty', 'repair hook']","[['extended', 'purchase'], []]","[None, None]"
329,782,STOPPED BOOTING UP less than a week after my one-year warranty was up.,"['BOOTING UP', 'one-year warranty']","[[], []]","['negative', 'neutral']",['year warranty'],[[]],[None]
330,652,"So, the hard disk capacity really doesn't matter to me.",['hard disk capacity'],[[]],['neutral'],['disk capacity'],"[['hard', 'matter']]",[None]
331,158,I went to Toshiba online help and found some suggestions to fix it.,['Toshiba online help'],[[]],['positive'],"['help', 'suggestions']","[['online'], ['found']]","[None, None]"
332,1055,"It had a seventeen inch screen which I wanted, but I didn't realize at the time it would be such a monster!",['seventeen inch screen'],[[]],['conflict'],['inch screen'],[['had']],[None]
333,1281,"Besides the great look, it is a great machine.",['look'],[[]],['positive'],"['look', 'machine']","[['great'], ['great']]","[None, None]"
334,463,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.","['memory', '17-inch screen', 'DVD', 'CD burners']","[[], [], [], []]","['neutral', 'neutral', 'positive', 'positive']","['inch screen', 'screen memory', 'top memory', 'line DVD', 'DVD top', 'burners DVD']","[[], ['extra'], ['extra'], [], [], []]","[None, None, None, None, None, None]"
335,141,  Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,['manuf'],[[]],['negative'],"['Buy', 'piece', 'manuf issue']","[['Best'], ['tiny', 'plastic', 'broken'], ['broken']]","[None, None, None]"
336,161,This laptop is a great price and has a sleek look.,"['price', 'look']","[[], []]","['positive', 'positive']","['price', 'look']","[['great', 'has'], ['sleek', 'has']]","[None, None]"
337,306,"Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.",['2GB RAM stick'],[[]],['neutral'],"['stick', 'EeePC', 'time']","[['took'], ['old'], ['first']]","[None, None, None]"
338,1125,"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.","['display', 'battery life']","[[], []]","['positive', 'positive']","['computer display', 'time', 'battery life']","[['best'], ['long'], ['long']]","[None, None, None]"
339,665,"My last computer, a Toshiba, cost only $400, and worked like a charm for many years.",['cost'],[[]],['positive'],"['computer', 'years']","[['last'], ['many']]","[None, None]"
340,1454,It has a lot of memory and a great battery life.,"['memory', 'battery life']","[[], []]","['positive', 'positive']","['memory lot', 'battery life', 'life memory']","[['has'], ['great'], ['great']]","[None, None, None]"
341,396,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",['battery'],[[]],['negative'],"['time', 'battery malfunction']","[['hard', 'gave'], []]","[None, None]"
342,566,And having to deal with the company has been a even worse nightmare.,['company'],[[]],['negative'],['nightmare'],[['worse']],[None]
343,400,When you call tech support you were routed to someone who was in another country and did not know what they were doing.,['tech support'],[[]],['negative'],['tech support'],[['call']],[None]
344,1359,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.","['expense', 'run']","[[], []]","['negative', 'positive']","['pocket expense', 'anyone', 'machines', 'none', 'patches', 'PCs']","[['initial'], ['dissuade'], ['run'], ['other'], ['latest'], ['infested', 'de-corrupt']]","[None, None, None, None, None, None]"
345,752,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.","['aluminum style', 'specs', 'nvidia 9800']","[[], [], []]","['positive', 'positive', 'neutral']","['macbook', 'specs', 'aluminum style', 'issues']","[['purchased'], ['had'], [], ['major', 'had']]","[None, None, None, None]"
346,672,"The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.",['warrenty'],[[]],['negative'],"['computer', 'issues', 'June', 'Acer']","[['continued'], ['give'], ['Late'], ['call']]","[None, None, None, None]"
347,1016,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.","['manual', 'hard drive']","[[], []]","['neutral', 'neutral']","['drive', 'copy']","[['hard'], ['hard', 'have']]","[None, None]"
348,1014,"Some features arent friendly ( volume wheel, sound quality, etc.","['volume wheel', 'sound quality', 'features']","[[], [], []]","['negative', 'negative', 'negative']","['features', 'volume wheel', 'sound quality', 'quality wheel']","[['friendly'], [], [], []]","[None, None, None, None]"
349,225,I was disappointed when I realized that the keyboard doesn't light up on this model.,['keyboard'],[[]],['negative'],['keyboard'],[['light']],[None]
350,288,It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,"['Mac OS', 'use']","[[], []]","['positive', 'positive']",[],[],[]
351,1242,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.","['Win 7', '2GB stick of memory']","[[], []]","['positive', 'positive']","['ability', 'bucks', 'versions', '2GB stick', 'memory stick']","[['custom', 'want'], ['few', 'drop'], ['robust'], ['grab'], ['grab']]","[None, None, None, None, None]"
352,650,I thought the price was great for the specs.,"['price', 'specs']","[[], []]","['positive', 'positive']",['price'],[['great']],[None]
353,356,"(Beware, their staff could send you back making you feel that only they know what a computer is.",['staff'],[[]],['negative'],['staff'],[['send']],[None]
354,1418,I should have checked this before I installed my applications.,['applications'],[[]],['neutral'],['applications'],[['installed']],[None]
355,375,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","['warranty', 'repair ""depot""']","[[], []]","['negative', 'negative']","['year warranty', 'repair depot', 'abuse']","[[], ['deemed'], ['physical']]","[None, None, None]"
356,979,"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.","['Apple navigation', 'apps']","[[], []]","['neutral', 'positive']","['difference', 'fun lot', 'laptop', 'navigation', 'apps']","[['is'], ['whole'], ['using'], ['learning'], ['cool']]","[None, None, None, None, None]"
357,688,The macbooks are small enough to be very portable yet hold tons of information and performance.,['performance'],[[]],['positive'],"['macbooks', 'tons', 'performance information']","[['small'], ['hold'], []]","[None, None, None]"
358,913,"Not too much ""junk"" software to remove.",['software'],[[]],['positive'],['junk software'],[[]],[None]
359,563,It's perfect for everything and runs faster than an average pc!,['runs'],[[]],['positive'],['pc'],[['average']],[None]
360,1306,There are so many wonderful features and benefits to the new MacBook!,['features'],[[]],['positive'],"['features', 'MacBook']","[['many', 'wonderful', 'are'], ['new']]","[None, None]"
361,458,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.","['applications', 'Dreamweaver', 'Final Cut Pro 7', 'Photoshop', 'Safari', 'Firefox', 'MSN Messenger']","[[], [], [], [], [], [], []]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']","['Dreamweaver', 'applications', 'time']","[['run'], ['few', 'other'], ['same']]","[None, None, None]"
362,1288,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,['battery life'],[[]],['negative'],"['battery life', 'pack rest']","[['keep'], []]","[None, None]"
363,479,This MacBook is an outstanding product with great value.,['value'],[[]],['positive'],['value product'],"[['great', 'outstanding']]",[None]
364,1264,the mouse is way way way to sensitve.,['mouse'],[[]],['negative'],[],[],[]
365,1482,"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.","['leather carrying case', 'keyboard', 'mouse']","[[], [], []]","['neutral', 'neutral', 'neutral']","['leather', 'case', 'mouse keyboard']","[['arrived'], ['carrying'], ['arrived']]","[None, None, None]"
366,1207,The right speaker did not work.,['right speaker'],[[]],['negative'],['speaker'],"[['right', 'work']]",[None]
367,348,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",['technical support'],[[]],['negative'],"['Toshiba', 'anything', 'phone call', 'support']","[['called'], ['do'], [], ['technical', 'offer']]","[None, None, None, None]"
368,447,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,['system board'],[[]],['negative'],"['system board', 'laptop', 'problem']","[['failed'], ['receive'], ['same', 'has']]","[None, None, None]"
369,1328,"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.",['virus protection programs for a Mac'],[[]],['negative'],"['PC', 'reason', 'viruses', 'one', 'virus protection', 'programs']","[['do'], ['only', 'is'], ['get', 'makes'], ['makes'], [], ['finding']]","[None, None, None, None, None, None]"
370,380,"Wireless has not been a issue for me, like some others have meantioned.",['Wireless'],[[]],['positive'],['others'],[['meantioned']],[None]
371,1353,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",['speakers'],[[]],['negative'],['thing'],[['only']],[None]
372,604,"Screen is a bit glossy, but that's not too bad.",['Screen'],[[]],['conflict'],['Screen'],[['glossy']],[None]
373,1465,This is a great little computer for the price.,['price'],[[]],['positive'],['price computer'],"[['great', 'little']]",[None]
374,232,"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.","['HD', 'graphics chip', 'components', 'DVD burner']","[[], [], [], []]","['positive', 'positive', 'positive', 'positive']","['DVD burner', 'gigabyte HD', 'HD burner', 'chip burner', 'graphics']","[['love'], [], ['love'], ['new', 'love'], ['configured']]","[None, None, None, None, None]"
375,383,I guess the only good thing that came out of these were the speakers and the subwoofer.,"['speakers', 'subwoofer']","[[], []]","['positive', 'positive']",['thing'],[['good']],[None]
376,661,Very fast boot up and shut down.,"['boot up', 'shut down']","[[], []]","['positive', 'positive']",['boot'],[['fast']],[None]
377,73,Enabling the battery timer is useless.,['battery timer'],[[]],['negative'],['battery timer'],[['Enabling']],[None]
378,71,I eventually did the migration from my iMac backup disc which uses USB.,"['iMac backup disc', 'USB']","[[], []]","['neutral', 'neutral']","['backup disc', 'disc migration', 'USB']","[[], ['did'], ['uses']]","[None, None, None]"
379,721,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).","['portability', 'battery life']","[[], []]","['positive', 'positive']","['tutoring business', 'battery life', 'life portability', 'hours']","[[], [], [], ['gets']]","[None, None, None, None]"
380,172,"  It is easy to use, fast and has great graphics for the money.","['graphics', 'use']","[[], []]","['positive', 'positive']",['graphics'],"[['great', 'has']]",[None]
381,169,I bought a protector for my key pad and it works great :),"['protector', 'key pad']","[[], []]","['neutral', 'positive']","['protector', 'pad']","[['bought'], ['key']]","[None, None]"
382,494,The feature are good enough for what I need.,['feature'],[[]],['positive'],['feature'],[['enough']],[None]
383,571,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!","['touchpad', 'buttons']","[[], []]","['positive', 'neutral']","['touchpad', 'buttons']","[['intuitive'], ['use']]","[None, None]"
384,985,"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.","['keyboard', 'desktop keyboard']","[[], []]","['conflict', 'neutral']","['someone', 'desktop keyboard']","[['used'], ['looks']]","[None, None]"
385,273,"The price premium is a little much, but when you start looking at the features it is worth the added cash.","['price premium', 'features']","[[], []]","['negative', 'positive']","['price premium', 'cash']","[['much'], ['added']]","[None, None]"
386,908,"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",['hard drive'],[[]],['negative'],"['HP product', 'Compaq', 'drive']","[['purchase'], ['old'], ['hard', 'crashed']]","[None, None, None]"
387,421,"Again, the same problem, the right speaker did not work.",['right speaker'],[[]],['negative'],"['problem', 'speaker']","[['same', 'work'], ['right', 'work']]","[None, None]"
388,95,"2 months later, the battery went.",['battery'],[[]],['negative'],['battery'],[['went']],[None]
389,1003,It is super easy to use.,['use'],[[]],['positive'],[],[],[]
390,1234,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,"['power supply', 'power supply']","[[], []]","['positive', 'negative']","['power supply', 'power supply', 'supply supply']","[['awesome', 'ergonomic', 'small', 'lightweight', 'replaced'], ['awesome', 'ergonomic', 'small', 'lightweight', 'replaced'], ['awesome', 'ergonomic', 'small', 'lightweight', 'replaced', 'awesome', 'ergonomic', 'small', 'lightweight', 'replaced']]","[None, None, None]"
391,43,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,"['webcam', 'value']","[[], []]","['neutral', 'positive']","['fact', 'machine value']","[['underscores'], ['underscores']]","[None, None]"
392,57,"Then, within 5 months, the charger crapped out on me.",['charger'],[[]],['negative'],['charger'],[['crapped']],[None]
393,1307,the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,['speeds'],[[]],['positive'],"['mcbook pro', 'pro notebook', 'emails', 'speeds']","[[], ['make'], ['read'], ['blazing']]","[None, None, None, None]"
394,669,"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.","['stand', 'design', 'heat sink']","[[], [], []]","['neutral', 'negative', 'negative']","['heat lot', 'stand', 'design nature', 'macbook design', 'heat sink']","[['experience'], ['purchasing'], [], [], ['large']]","[None, None, None, None, None]"
395,39,It's just as fast with one program open as it is with sixteen open.,['program'],[[]],['neutral'],['program'],[['open']],[None]
396,307,Windows is also rather unsteady on its feet and is susceptible to many bugs.,['Windows'],[[]],['negative'],"['Windows', 'bugs']","[['unsteady'], ['many']]","[None, None]"
397,649,The Computer itself is a good product but the repair depot stinks.,['repair depot'],[[]],['negative'],"['product', 'repair depot']","[['good', 'stinks'], ['stinks']]","[None, None]"
398,1258,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.","['price', 'performance', 'built', 'look']","[[], [], [], []]","['positive', 'positive', 'positive', 'positive']",[],[],[]
399,409,It works really well.,['works'],[[]],['positive'],[],[],[]
400,167,I would like to have volume buttons rather than the adjustment that is on the front.,['volume buttons'],[[]],['negative'],['buttons'],[['have']],[None]
401,535,I reinstalled windows through the recovery discs and everything seemed good again.,"['windows', 'recovery discs']","[[], []]","['positive', 'positive']","['windows', 'everything']","[['reinstalled'], ['seemed']]","[None, None]"
402,1336,It is fast and i have not had a problem with internet connection or any other problems.,['internet connection'],[[]],['positive'],"['internet connection', 'connection problem', 'problems connection']","[[], ['had'], ['other']]","[None, None, None]"
403,1411,"The feel of this is better than the Toshiba, too.",['feel'],[[]],['positive'],['feel'],[['better']],[None]
404,1059,"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.","['DC jack', 'DC jack', 'power brick']","[[], [], []]","['neutral', 'neutral', 'neutral']","['jack', 'laptop OUTside', 'power brick']","[['fixed', 'rewired'], [], ['replaced']]","[None, None, None]"
405,1401,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,"['Cords', 'power', 'headphones', 'mic', 'network connection', 'setup', 'cords', 'cords']","[[], [], [], [], [], [], [], []]","['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']","['Cords', 'power right', 'cords power', 'front', 'network connection', 'setup']","[['make'], [], [], ['coming'], [], ['messy']]","[None, None, None, None, None, None]"
406,682,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","['graphics', 'graphics']","[[], []]","['positive', 'neutral']","['graphics', 'Pro spectrum', 'spectrum end', 'StarCraft', 'games']","[['bad', 'comparable'], ['capable'], ['capable', 'lower'], ['running'], ['other']]","[None, None, None, None, None]"
407,872,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,"['webcam', 'keyboard', 'carry']","[[], [], []]","['neutral', 'neutral', 'positive']","['scale', 'keyboard webcam', 'something', 'crutchs', 'backpack bag', 'laptop bag']","[['full', 'go'], ['full'], ['wanted'], ['use'], [], []]","[None, None, None, None, None, None]"
408,317,pretty much everything else about the computer is good it just stops working out of no were.,['working'],[[]],['negative'],['computer everything'],"[['good', 'else']]",[None]
409,1114,But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,"['external dvd drive', 'external drive']","[[], []]","['negative', 'negative']",[],[],[]
410,1276,  The machine is slow to boot up and occasionally crashes completely.,['boot up'],[[]],['negative'],['machine'],[['slow']],[None]
411,517,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,['company'],[[]],['negative'],['computer'],[['buy']],[None]
412,1124,"Info: Windows failed to load because the kernal is missing, or corrupt.","['Windows', 'kernal']","[[], []]","['negative', 'negative']","['Windows', 'kernal']","[['failed'], ['missing']]","[None, None]"
413,534,"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.",['programs'],[[]],['positive'],['programs'],[['easy']],[None]
414,641,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.","['customer services', 'toshiba customer services']","[[], []]","['negative', 'negative']","['nothing', 'downs', 'services laptop']","[['experience'], ['constant'], ['bad', 'bought']]","[None, None, None]"
415,636,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",['drivers'],[[]],['negative'],"['time', 'reformatting rebooting', 'drivers', 'computer', 'change']","[['worth'], [], ['find'], ['want'], ['make']]","[None, None, None, None, None]"
416,1151," I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!","['hard drive', 'mother board', 'dvd drive']","[[], [], []]","['negative', 'negative', 'negative']","['mother board', 'dvd drive']","[[], ['hard', 'had']]","[None, None]"
417,549,The Mac version of Microsoft Office is cheaper than buying the actual and works just as well.,['Mac version of Microsoft Office'],[[]],['positive'],['version'],[['cheaper']],[None]
418,1022,  The company sent me a whole new cord overnight and apologized.,['cord'],[[]],['positive'],"['company', 'cord']","[['sent'], ['whole', 'new', 'sent']]","[None, None]"
419,1212,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.","['Startup', 'shutdown', 'resume from sleep']","[[], [], []]","['neutral', 'neutral', 'neutral']",['sleep resume'],[[]],[None]
420,638,"  Now, as easy as it is to use, and I do think it is a great STARTER laptop.",['use'],[[]],['positive'],['STARTER laptop'],[['great']],[None]
421,631,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.","['iphoto', 'program']","[[], []]","['positive', 'positive']","['iphoto', 'anyone program', 'amateurs']","[['use'], ['great'], ['alike']]","[None, None, None]"
422,62,"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",['battery life'],[[]],['negative'],['battery life'],[['testing']],[None]
423,1026,It gives me the power and speed that I need to run all the programs I use to edit.,"['power', 'speed', 'programs']","[[], [], []]","['positive', 'positive', 'neutral']","['speed power', 'programs']","[['gives'], ['run']]","[None, None]"
424,537,Support has been lackluster and now I just want a refund.,['Support'],[[]],['negative'],"['Support', 'refund']","[['lackluster'], ['want']]","[None, None]"
425,1470,"I had to adjust my mousepad sensitivity, because it is very sensitive.",['mousepad sensitivity'],[[]],['negative'],['sensitivity'],"[['mousepad', 'adjust']]",[None]
426,1376,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","['keys', 'keyboard', 'button below the mouse pad', 'screen', 'paint']","[[], [], [], [], []]","['negative', 'negative', 'negative', 'negative', 'negative']","['keys', 'uses', 'paint', 'button', 'mouse pad', 'heals', 'screen', 'glare']","[['falling'], ['few'], ['rubbing'], ['rubbing'], [], ['sit'], ['has'], ['terrible', 'has']]","[None, None, None, None, None, None, None, None]"
427,245,"Great Laptop for the price, works well with action pack games.","['price', 'action pack games', 'works']","[[], [], []]","['positive', 'neutral', 'positive']","['price Laptop', 'action pack']","[['Great'], []]","[None, None]"
428,26,YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,['WARRANTY SERVICE'],[[]],['negative'],['WARRANTY SERVICE'],[['AMERICAN']],[None]
429,223,"With awesome graphics and assuring security, it's perfect!","['graphics', 'security']","[[], []]","['positive', 'positive']","['graphics', 'security']","[['awesome'], ['assuring']]","[None, None]"
430,903,A key contributor that led me to Mac is the art aspect.,['art aspect'],[[]],['positive'],"['contributor', 'art aspect']","[['key'], []]","[None, None]"
431,106,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","['keyboard', 'keys', 'configuration of ""extra key""']","[[], [], []]","['positive', 'positive', 'positive']","['wpm', 'keyboard', 'key configuration']","[['keyboard'], ['comfortble', 'has'], ['extra', 'strange', 'sticking']]","[None, None, None]"
432,735,For the [$] price (special offer) this is a great laptop.,['price'],[[]],['positive'],"['offer', 'laptop']","[['special'], ['great']]","[None, None]"
433,510,of course my warranty runs out next month.,['warranty'],[[]],['neutral'],"['warranty', 'month']","[['runs'], ['next']]","[None, None]"
434,132,Mostly I love the drag and drop feature.,['drag and drop feature'],[[]],['positive'],"['drag', 'feature']","[['love'], ['drop']]","[None, None]"
435,1158,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,"['connection card', 'warranty', 'warranty']","[[], [], []]","['neutral', 'negative', 'negative']","['machine', 'Toshiba', 'connection card', 'repair', 'month occurance', 'netbook']","[['connect'], ['says'], ['replace'], ['warranty'], ['constant'], ['bought']]","[None, None, None, None, None, None]"
436,666,It discharges too quickly.,['discharges'],[[]],['negative'],[],[],[]
437,509,"Plain and simple, it(laptop) runs great and loads fast.","['runs', 'loads']","[[], []]","['positive', 'positive']",[],[],[]
438,1484,"Thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what I mean.",['screen'],[[]],['negative'],"['angle', 'screen']","[['slanted'], ['topple']]","[None, None]"
439,76,"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",['virus protection for Mac'],[[]],['positive'],"['need', 'virus protection', 'time lot', 'money time']","[['is'], ['purchase'], ['saves'], []]","[None, None, None, None]"
440,37,Nightly my computer defrags itself and runs a virus scan.,['virus scan'],[[]],['neutral'],"['computer', 'virus scan']","[['defrags'], ['runs']]","[None, None]"
441,1310,Battery life needs more life.,['Battery life'],[[]],['negative'],['Battery life'],"[['needs', 'more', 'needs']]",[None]
442,58,And if you have a iphone or ipod touch you can connect and download songs to it at high speed.,['speed'],[[]],['positive'],"['ipod touch', 'touch iphone', 'songs', 'speed']","[[], ['have'], ['download'], ['high']]","[None, None, None, None]"
443,197,"Fan vents to the side, so no cooling pad needed, great feature!","['Fan', 'cooling pad', 'feature']","[[], [], []]","['positive', 'neutral', 'positive']","['cooling pad', 'feature']","[[], ['great']]","[None, None]"
444,1229,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased","['delivery', 'value']","[[], []]","['positive', 'positive']",['delivery value'],"[['fast', 'Great']]",[None]
445,699,Take your time and go through the tutorials patiently.,['tutorials'],[[]],['neutral'],['time'],[['Take']],[None]
446,1052,"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.","['cursor', 'mousepad']","[[], []]","['negative', 'negative']","['cursor', 'freaking place', 'words']","[['end'], [], ['delete']]","[None, None, None]"
447,653,Keys stick periodically and I havent had the laptop for 45 days yet.,['Keys'],[[]],['negative'],"['Keys', 'laptop']","[['stick'], ['had']]","[None, None]"
448,478,"The Unibody construction is solid, sleek and beautiful.",['Unibody construction'],[[]],['positive'],['Unibody construction'],[['solid']],[None]
449,87,"Keyboard is great, very quiet for all the typing that I do.",['Keyboard'],[[]],['positive'],['Keyboard'],[['great']],[None]
450,562,  I was also able to install and use my Photoshop and AfterEffects programs easily.,"['Photoshop', 'AfterEffects programs']","[[], []]","['positive', 'positive']","['AfterEffects Photoshop', 'programs']","[[], ['use']]","[None, None]"
451,335,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.","['memory', 'speed', 'priced']","[[], [], []]","['negative', 'negative', 'negative']","['computers', 'speed memory']","[['many', 'higher', 'priced', 'crash'], ['great', 'use']]","[None, None]"
452,1025,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",['rep'],[[]],['negative'],"['rep', 'question']","[['answer'], ['answer', 'acknowledge']]","[None, None]"
453,805,"It is absolutely horrible to use, despite all its so called advanced features.","['features', 'use']","[[], []]","['negative', 'negative']",['features'],"[['advanced', 'called']]",[None]
454,889,the mouse pad and buttons are the worst i've ever seen.,"['mouse pad', 'buttons']","[[], []]","['negative', 'negative']","['mouse pad', 'buttons pad']","[['worst'], ['worst']]","[None, None]"
455,1152,"The guy then said that if I insist on having the hinge tightened, they can do it for me but I have to accept the condition after the ""repair"".",['hinge'],[[]],['neutral'],"['guy', 'hinge', 'condition']","[['said'], ['having'], ['accept']]","[None, None, None]"
456,1157,-Touchpad will take a bit of time to get used to.,['Touchpad'],[[]],['neutral'],"['Touchpad', 'time bit']","[['take'], ['take']]","[None, None]"
